monumentna,,state,lat,long,coordinate,asicircle,district
Sri  Matangeswara Temple,,Tamil Nadu,12.83561711,79.70824172,"12.83561711,12.84221417",Chennai Circle,Kanchipuram
Jvarahareshwara Temple,,Tamil Nadu,12.84221417,79.69878285,"12.84221417,12.83710346",Chennai Circle,Kanchipuram
Vaikunta Perumal Temple,,Tamil Nadu,12.83710346,79.70981614,"12.83710346,12.84230695",Chennai Circle,Kanchipuram
Kailasanatha Temple,,Tamil Nadu,12.84230695,79.68967944,"12.84230695,10.52575837",Chennai Circle,Kanchipuram
Whole cave with two Jain figures carved on the rock over it and damaged inscription,,Tamil Nadu,10.52575837,78.77024922,"10.52575837,12.61764239",Chennai Circle,Pudukkottai
Droupadi’s Bath,,Tamil Nadu,12.61764239,80.19138725,"12.61764239,12.6175859",Chennai Circle,Kanchipuram
Unfinished Rock cut cave Temple North of Krishna Mantapa,,Tamil Nadu,12.6175859,80.19257879,"12.6175859,12.61798846",Chennai Circle,Kanchipuram
Stone Sculptures representing group of monkeys,,Tamil Nadu,12.61798846,80.19272474,"12.61798846,14.53517101",Chennai Circle,Kanchipuram
Madhukesvara Temple,,Karnataka,14.53517101,75.01708986,"14.53517101,12.61984004",Dharwad Circle,Uttar Kannada
Triple celled rock-cut shrine with Gopi’s churn in front of it,,Tamil Nadu,12.61984004,80.19268627,"12.61984004,12.61989474",Chennai Circle,Kanchipuram
"Rock cut sculptures representing a group of elephants, monkeys and peacock",,Tamil Nadu,12.61989474,80.19282676,"12.61989474,12.61799945",Chennai Circle,Kanchipuram
Rock-cut Varaha temple containing Varaha and Vamana Incarnations of Vishnu,,Tamil Nadu,12.61799945,80.1922446,"12.61799945,12.61655935",Chennai Circle,Kanchipuram
Unfinished Excavations South Of Draupadi Rath,,Tamil Nadu,12.61655935,80.19151755,"12.61655935,10.20607282",Chennai Circle,Kanchipuram
Sanctum of the old Siva Temple,,Tamil Nadu,10.20607282,78.49869724,"10.20607282,12.88152342",Chennai Circle,Pudukkottai
Megalithic cists and cairns,,Tamil Nadu,12.88152342,80.10474827,"12.88152342,12.89702412",Chennai Circle,Kanchipuram
Megalithic cists and cairns,,Tamil Nadu,12.89702412,80.09522354,"12.89702412,13.01462615",Chennai Circle,Kanchipuram
Megalithic cairns with stone circles and sarvophagi,,Tamil Nadu,13.01462615,80.09708047,"13.01462615,13.07513699",Chennai Circle,Kanchipuram
Jain sculptures and inscriptions on the hill,,Tamil Nadu,13.07513699,79.26269309,"13.07513699,12.50414706",Chennai Circle,Vellore
Megalithic cists and cairns,,Tamil Nadu,12.50414706,79.83807275,"12.50414706,15.94753924",Chennai Circle,Kanchipuram
Papanatha Temple,,Karnataka,15.94753924,75.81634563,"15.94753924,15.94975663",Dharwad Circle,Bagalkot
Sangamesvara Temple,,Karnataka,15.94975663,75.81620514,"15.94975663,15.94934133",Dharwad Circle,Bagalkot
Mallikarjun temple,,Karnataka,15.94934133,75.81580733,"15.94934133,15.94937497",Dharwad Circle,Bagalkot
Monolithic stone pillar bearing inscriptions,,Karnataka,15.94937497,75.81631989,"15.94937497,15.94948345",Dharwad Circle,Bagalkot
Kashivisveswar Temple,,Karnataka,15.94948345,75.81585327,"15.94948345,15.9503899",Dharwad Circle,Bagalkot
Kadasiddesvara Temple,,Karnataka,15.9503899,75.81603089,"15.9503899,15.95011167",Dharwad Circle,Bagalkot
Jambulinga Temple,,Karnataka,15.95011167,75.81597635,"15.95011167,15.94914805",Dharwad Circle,Bagalkot
Virupaksha Temple,,Karnataka,15.94914805,75.81613407,"15.94914805,15.95006412",Dharwad Circle,Bagalkot
Galaganth temple,,Karnataka,15.95006412,75.8161808,"15.95006412,15.94990377",Dharwad Circle,Bagalkot
Chandrashekara Temple near Sangamesvara temple,,Karnataka,15.94990377,75.81622208,"15.94990377,16.01809881",Dharwad Circle,Bagalkot
Traymabakeshvara Temple (black marble Isvaralinga),,Karnataka,16.01809881,75.8821449,"16.01809881,16.02204462",Dharwad Circle,Bagalkot
Temple in the fields at north-west corner of the village(local name Chikki Gudi),,Karnataka,16.02204462,75.8802176,"16.02204462,16.0072463",Dharwad Circle,Bagalkot
Veerabhadra Temple (oppsite to Ramalinga Temple),,Karnataka,16.0072463,75.87875153,"16.0072463,16.00737804",Dharwad Circle,Bagalkot
No name close to Virabhadra Temple,,Karnataka,16.00737804,75.87892668,"16.00737804,16.007249",Dharwad Circle,Bagalkot
Ramalinga Temple,,Karnataka,16.007249,75.87894503,"16.007249,16.01885626",Dharwad Circle,Bagalkot
Rachigudi,,Karnataka,16.01885626,75.88009389,"16.01885626,16.01770346",Dharwad Circle,Bagalkot
Vnniavar gudi (Temple),,Karnataka,16.01770346,75.88000447,"16.01770346,16.01729231",Dharwad Circle,Bagalkot
Veniyargudi 3,,Karnataka,16.01729231,75.88038623,"16.01729231,16.01736621",Dharwad Circle,Bagalkot
Veniyargudi 2,,Karnataka,16.01736621,75.88020106,"16.01736621,16.01739403",Dharwad Circle,Bagalkot
Veniyargudi 1,,Karnataka,16.01739403,75.88008005,"16.01739403,16.0175971",Dharwad Circle,Bagalkot
No name but forms part of Veniyargudi,,Karnataka,16.0175971,75.87992508,"16.0175971,16.01700459",Dharwad Circle,Bagalkot
Siva Temple with a large Nandimantapa (locally know as Huchhappayya Math,,Karnataka,16.01700459,75.8814269,"16.01700459,16.0170669",Dharwad Circle,Bagalkot
Matha or have just behind the last Without a shrine (large hall),,Karnataka,16.0170669,75.88121835,"16.0170669,16.01837391",Dharwad Circle,Bagalkot
Maddingudi (Basavanna 2),,Karnataka,16.01837391,75.88243699,"16.01837391,16.01822201",Dharwad Circle,Bagalkot
Maddingudi (Basavanna 1),,Karnataka,16.01822201,75.88244172,"16.01822201,14.53515844",Dharwad Circle,Bagalkot
Inscription in Madhukesvara Temple,,Karnataka,14.53515844,75.01733394,"14.53515844,16.02047599",Dharwad Circle,Uttar Kannada
"Temple and adjoining smaller buildings in Survey No. 66, known as Jyotirlinga Complex Sy No 66",,Karnataka,16.02047599,75.88320857,"16.02047599,16.02061419",Dharwad Circle,Bagalkot
Jyotirlinga Tenmple,,Karnataka,16.02061419,75.88317833,"16.02061419,16.01726493",Dharwad Circle,Bagalkot
Meguti Jaina Temple,,Karnataka,16.01726493,75.88396835,"16.01726493,16.02381948",Dharwad Circle,Bagalkot
Huchimalli Gudi in Sy.No 64,,Karnataka,16.02381948,75.88340264,"16.02381948,16.01875832",Dharwad Circle,Bagalkot
Chaantimath (Murphadryavargudi)-2,,Karnataka,16.01875832,75.88192547,"16.01875832,16.018628",Dharwad Circle,Bagalkot
Chaantimath (Murphadryavargudi)-1,,Karnataka,16.018628,75.88184505,"16.018628,16.01884931",Dharwad Circle,Bagalkot
Karegudi,,Karnataka,16.01884931,75.88455033,"16.01884931,16.01880323",Dharwad Circle,Bagalkot
Bilegudi,,Karnataka,16.01880323,75.88467259,"16.01880323,16.01514048",Dharwad Circle,Bagalkot
Boyagudi,,Karnataka,16.01514048,75.88252362,"16.01514048,12.50166037",Dharwad Circle,Bagalkot
Megalithic cists and cairns,,Tamil Nadu,12.50166037,79.83699475,"12.50166037,16.01992405",Chennai Circle,Kanchipuram
Temple close to Ladkhan Temple to its north-east corner (localy known as Narayana Temple),,Karnataka,16.01992405,75.88142943,"16.01992405,16.01985276",Dharwad Circle,Bagalkot
Ladkhan Temple,,Karnataka,16.01985276,75.88119701,"16.01985276,16.02039234",Dharwad Circle,Bagalkot
Small temple to southwest of the Great Drga Temple,,Karnataka,16.02039234,75.88161801,"16.02039234,16.02059842",Dharwad Circle,Bagalkot
Great Durga Temple,,Karnataka,16.02059842,75.88188614,"16.02059842,16.0196719",Dharwad Circle,Bagalkot
Gaudergudi 1,,Karnataka,16.0196719,75.88136992,"16.0196719,16.01951267",Dharwad Circle,Bagalkot
Badiger Gudi,,Karnataka,16.01951267,75.88088896,"16.01951267,16.00996187",Dharwad Circle,Bagalkot
Galaganth temple,,Karnataka,16.00996187,75.87891271,"16.00996187,16.00955378",Dharwad Circle,Bagalkot
A temple of Galaganath Group(5),,Karnataka,16.00955378,75.87842121,"16.00955378,16.00978771",Dharwad Circle,Bagalkot
A temple of Galaganath Group(4),,Karnataka,16.00978771,75.87852381,"16.00978771,16.01004487",Dharwad Circle,Bagalkot
A temple of Galaganath Group(3),,Karnataka,16.01004487,75.8790243,"16.01004487,16.0101685",Dharwad Circle,Bagalkot
A temple of Galaganath Group(2),,Karnataka,16.0101685,75.87941189,"16.0101685,16.01029665",Dharwad Circle,Bagalkot
A temple of Galaganath Group(1),,Karnataka,16.01029665,75.87931853,"16.01029665,14.55920584",Dharwad Circle,Bagalkot
Temple of Shiva,,Karnataka,14.55920584,74.8061242,"14.55920584,14.22884911",Dharwad Circle,Uttar Kannada
Virabhadra Temple,,Karnataka,14.22884911,74.66278589,"14.22884911,14.22888486",Dharwad Circle,Uttar Kannada
Varhamanswamy Temple,,Karnataka,14.22888486,74.66228522,"14.22888486,14.22933596",Dharwad Circle,Uttar Kannada
Inscriptions,,Karnataka,14.22933596,74.66231935,"14.22933596,14.22864198",Dharwad Circle,Uttar Kannada
Chaturmukh Basti,,Karnataka,14.22864198,74.66483394,"14.22864198,14.42966641",Dharwad Circle,Uttar Kannada
Tombs on the right side of the Manku Kumta road,,Karnataka,14.42966641,74.42212637,"14.42966641,14.42332815",Dharwad Circle,Uttar Kannada
Figure of a tiger opposite to English School,,Karnataka,14.42332815,74.41573887,"14.42332815,16.02094422",Dharwad Circle,Uttar Kannada
Ambiger Gudi (2),,Karnataka,16.02094422,75.88049771,"16.02094422,16.02094103",Dharwad Circle,Bagalkot
Ambiger Gudi (1),,Karnataka,16.02094103,75.8803322,"16.02094103,14.03059608",Dharwad Circle,Bagalkot
Chandranath Basti,,Karnataka,14.03059608,74.63219993,"14.03059608,14.55740839",Dharwad Circle,Uttar Kannada
"Virabhadra Temple, inscriptions and ancient site",,Karnataka,14.55740839,74.9853415,"14.55740839,14.36053896",Dharwad Circle,Uttar Kannada
The Jain Basti of Parsvanath  (locally know as Ratnatraya Basti),,Karnataka,14.36053896,74.79162369,"14.36053896,14.3606104",Dharwad Circle,Uttar Kannada
Inscriptions,,Karnataka,14.3606104,74.79163687,"14.3606104,13.98366559",Dharwad Circle,Uttar Kannada
Three European graves,,Karnataka,13.98366559,74.54752897,"13.98366559,13.98345108",Dharwad Circle,Uttar Kannada
Joshi Shankarnarayan Devashtan,,Karnataka,13.98345108,74.56276737,"13.98345108,13.98682052",Dharwad Circle,Uttar Kannada
Jettappa Nayakan Chandranathesvara Basti,,Karnataka,13.98682052,74.55560142,"13.98682052,14.53499402",Dharwad Circle,Uttar Kannada
Caved bed stoad of stone existing in a small chamber in the south side of the compound of Madhkesvara Temple,,Karnataka,14.53499402,75.01723192,"14.53499402,15.44489658",Dharwad Circle,Uttar Kannada
Mahadev Temple,,Karnataka,15.44489658,75.96753499,"15.44489658,14.42058734",Dharwad Circle,Koppal
Kadambesvara Temple,,Karnataka,14.42058734,75.51634389,"14.42058734,14.83071811",Dharwad Circle,Haveri
Sarvesvara Temple,,Karnataka,14.83071811,75.27996359,"14.83071811,14.79068791",Dharwad Circle,Haveri
Siddeshwar Temple,,Karnataka,14.79068791,75.41067652,"14.79068791,14.76510726",Dharwad Circle,Haveri
Tarakeshwara Temple,,Karnataka,14.76510726,75.12379708,"14.76510726,14.79797685",Dharwad Circle,Haveri
Mukteshwara Temple,,Karnataka,14.79797685,75.66525934,"14.79797685,14.76195301",Dharwad Circle,Haveri
Kalmeshwar Temple,,Karnataka,14.76195301,75.21954847,"14.76195301,15.39313819",Dharwad Circle,Haveri
Muskin Bhavi,,Karnataka,15.39313819,75.72040029,"15.39313819,15.39304601",Dharwad Circle,Gadag
Manikesvara Temple at Muskinbhavi,,Karnataka,15.39304601,75.72023352,"15.39304601,15.38739965",Dharwad Circle,Gadag
Nanesvara Temple,,Karnataka,15.38739965,75.71649407,"15.38739965,15.38748481",Dharwad Circle,Gadag
Kasivisvesvara Temple,,Karnataka,15.38748481,75.71694794,"15.38748481,15.3895767",Dharwad Circle,Gadag
Jaina Basti,,Karnataka,15.3895767,75.7141483,"15.3895767,15.42887265",Dharwad Circle,Gadag
Somesvara Temple,,Karnataka,15.42887265,75.62667115,"15.42887265,15.30216675",Dharwad Circle,Gadag
Somesvara Temple,,Karnataka,15.30216675,75.77103537,"15.30216675,15.3024936",Dharwad Circle,Gadag
Doddabasappa Temple,,Karnataka,15.3024936,75.77168276,"15.3024936,15.44403053",Dharwad Circle,Gadag
Inscribed memorial stones in awalled enclouser,,Karnataka,15.44403053,75.64577386,"15.44403053,17.91339031",Dharwad Circle,Gadag
Barid Shahi Tomb - Amir Barid,,Karnataka,17.91339031,77.50436677,"17.91339031,15.09669525",Dharwad Circle,Bidar
Basavanna Devi temple,,Karnataka,15.09669525,74.92979442,"15.09669525,15.46427796",Dharwad Circle,Dharwad
Two fort gates (inner and outer),,Karnataka,15.46427796,75.01260627,"15.46427796,15.42365034",Dharwad Circle,Dharwad
Amritesvar Temple,,Karnataka,15.42365034,75.43267812,"15.42365034,15.399125",Dharwad Circle,Dharwad
Sankarlinga temple,,Karnataka,15.399125,75.08732337,"15.399125,15.39903692",Dharwad Circle,Dharwad
Banashankaridevi Temple,,Karnataka,15.39903692,75.08725731,"15.39903692,17.34238518",Dharwad Circle,Dharwad
Haft Gumbaz Griyasuddin tomb,,Karnataka,17.34238518,76.84538641,"17.34238518,17.91472548",Dharwad Circle,Gulabarga
Madarasa Mahmud Gawan,,Karnataka,17.91472548,77.5300698,"17.91472548,15.46396776",Dharwad Circle,Bidar
Two fort gates (inner and outer),,Karnataka,15.46396776,75.01206797,"15.46396776,17.91954934",Dharwad Circle,Dharwad
Barid Shahi TomB - Ali Barid,,Karnataka,17.91954934,77.50472395,"17.91954934,17.919969",Dharwad Circle,Bidar
Barid Shahi Tomb - Kasim Barid,,Karnataka,17.919969,77.50327739,"17.919969,14.34018182",Dharwad Circle,Bidar
Carved stones near the temple of the Gramdeva,,Karnataka,14.34018182,74.88319034,"14.34018182,16.02009012",Dharwad Circle,Uttar Kannada
Temple on the North of Durga Temple (Nadur Temple),,Karnataka,16.02009012,75.88144319,"16.02009012,16.0191599",Dharwad Circle,Bagalkot
Isvara,,Karnataka,16.0191599,75.88408043,"16.0191599,16.01988491",Dharwad Circle,Bagalkot
Isvaralinga 3,,Karnataka,16.01988491,75.88348069,"16.01988491,16.02022727",Dharwad Circle,Bagalkot
Isvaralinga 1,,Karnataka,16.02022727,75.88350237,"16.02022727,16.0200798",Dharwad Circle,Bagalkot
Isvaralinga 2,,Karnataka,16.0200798,75.88352654,"16.0200798,16.68935746",Dharwad Circle,Bagalkot
silahara inscription (Saka 178) in Basavesvara Temple,,Karnataka,16.68935746,74.75952859,"16.68935746,15.88673968",Dharwad Circle,Belgaum
Inscription of Sadashivadevaraya of Vijaynagar in Mallikarjun temple,,Karnataka,15.88673968,74.92984987,"15.88673968,15.861289",Dharwad Circle,Belgaum
Ratta inscription at the water fall near Somesvara temple (Saka 902),,Karnataka,15.861289,74.97332423,"15.861289,16.01764358",Dharwad Circle,Belgaum
Two Stroyard jaina temple and cave t Meguti hill,,Karnataka,16.01764358,75.88419183,"16.01764358,16.82778548",Dharwad Circle,Bagalkot
Jahan Begum Tomb,,Karnataka,16.82778548,75.77494444,"16.82778548,15.81820702",Dharwad Circle,Bijapur
Two Ratha inscription of Cheiftains one of which is dtd Saka 1086 in ancient Siva Temple.,,Karnataka,15.81820702,74.85917291,"15.81820702,15.57912249",Dharwad Circle,Belgaum
Kannada (15th Cent A.D) inscription in the ancient Isvara temple.,,Karnataka,15.57912249,74.73806224,"15.57912249,15.69873683",Dharwad Circle,Belgaum
Western chalukya inscription of Somesvaradeva II (Saka 997) in ShankaraDeva Temple.,,Karnataka,15.69873683,74.73608594,"15.69873683,16.82778683",Dharwad Circle,Belgaum
Sangeeth and Nari Mahal,,Karnataka,16.82778683,75.65763718,"16.82778683,17.21536111",Dharwad Circle,Bijapur
Ancient Site,,Karnataka,17.21536111,76.16481944,"17.21536111,16.83570946",Dharwad Circle,Gulabarga
Ancient excavated site remains of Buddhist stupa,,Karnataka,16.83570946,76.93443028,"16.83570946,14.75943333",Dharwad Circle,Gulabarga
Veerabhadra Temple in Hangal Fort,,Karnataka,14.75943333,75.12706387,"14.75943333,15.41729365",Dharwad Circle,Haveri
Pre-Historic Site,,Karnataka,15.41729365,76.44916016,"15.41729365,15.33768408",Dharwad Circle,Koppal
Rock edicts of Ashoka on the hillock known as Gavinath,,Karnataka,15.33768408,76.16237577,"15.33768408,15.34165665",Dharwad Circle,Koppal
Ancient Mound,,Karnataka,15.34165665,76.13009836,"15.34165665,15.95731158",Dharwad Circle,Koppal
Rock edicts of Ashoka],,Karnataka,15.95731158,76.64123237,"15.95731158,14.33095084",Dharwad Circle,Raichur
Stones (veeragals),,Karnataka,14.33095084,74.8404543,"14.33095084,16.82043574",Dharwad Circle,Uttar Kannada
All four water pavilions,,Karnataka,16.82043574,75.88922979,"16.82043574,16.81939107",Dharwad Circle,Bijapur
All four water pavilions,,Karnataka,16.81939107,75.89015571,"16.81939107,16.81686667",Dharwad Circle,Bijapur
All four water pavilions,,Karnataka,16.81686667,75.893,"16.81686667,16.81884165",Dharwad Circle,Bijapur
Water pavilions in S.No 318,,Karnataka,16.81884165,75.89066416,"16.81884165,16.82253384",Dharwad Circle,Bijapur
Yusuf's old Jami Masjid,,Karnataka,16.82253384,75.72367139,"16.82253384,16.8035",Dharwad Circle,Bijapur
Well at Ibrahimpur,,Karnataka,16.8035,75.72938056,"16.8035,16.83117775",Dharwad Circle,Bijapur
Sikandher Shah's Tomb,,Karnataka,16.83117775,75.71432854,"16.83117775,16.83737778",Dharwad Circle,Bijapur
Mulla Mosque,,Karnataka,16.83737778,75.70936111,"16.83737778,16.81756111",Dharwad Circle,Bijapur
Mubarak Khan's Mahal,,Karnataka,16.81756111,75.73035278,"16.81756111,16.8342099",Dharwad Circle,Bijapur
Moats of the fort wall,,Karnataka,16.8342099,75.73627055,"16.8342099,16.82609443",Dharwad Circle,Bijapur
Nav Gumbaz,,Karnataka,16.82609443,75.72633611,"16.82609443,16.8219613",Dharwad Circle,Bijapur
Jumma Masjid,,Karnataka,16.8219613,75.72854545,"16.8219613,16.8250507",Dharwad Circle,Bijapur
Jod Gumbaj,,Karnataka,16.8250507,75.71232859,"16.8250507,16.83262378",Dharwad Circle,Bijapur
Hyder (Ujpli) Buruj,,Karnataka,16.83262378,75.71161858,"16.83262378,16.823049",Dharwad Circle,Bijapur
Haji Hassan Saheb's tomb,,Karnataka,16.823049,75.73473105,"16.823049,16.82072728",Dharwad Circle,Bijapur
